site	species	year	date	individual	period	subindividual	flower	pollinaria_removed	pollen_on_stigma	herbivory	recorder	writer	notes	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	182	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	183	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	183	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	183	NA	NA	3	2	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	183	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	183	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	184	NA	NA	1	2	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	184	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	184	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	184	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	184	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	185	NA	NA	1	2	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	185	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	185	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	185	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	185	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	186	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	186	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	186	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	186	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	186	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	187	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	187	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	187	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	187	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	187	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	188	NA	NA	1	0	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	188	NA	NA	2	1	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	188	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	188	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	188	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	189	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	189	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	189	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	189	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	189	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	190	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	190	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	190	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	190	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	190	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	191	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	191	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	191	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	191	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	191	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	192	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	192	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	192	NA	NA	3	2	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	192	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	192	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	193	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	193	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	193	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	193	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	193	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	194	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	194	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	194	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	194	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	194	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	195	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	195	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	195	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	195	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	195	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	196	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	196	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	196	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	196	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	196	NA	NA	5	0	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	197	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	197	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	197	NA	NA	3	2	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	197	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	197	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	198	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	198	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	198	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	198	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	198	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	199	NA	NA	1	2	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	199	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	199	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	199	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	199	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	200	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	200	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	200	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	200	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	200	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	201	NA	NA	1	2	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	201	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	201	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	201	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	201	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	202	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	202	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	202	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	202	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	202	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	203	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	203	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	203	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	203	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	203	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	204	NA	NA	1	2	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	204	NA	NA	2	2	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	204	NA	NA	3	1	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	204	NA	NA	4	1	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	204	NA	NA	5	1	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	205	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	205	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	205	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	205	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	205	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	206	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	206	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	206	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	206	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	206	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	207	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	207	NA	NA	2	2	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	207	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	207	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	207	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	208	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	208	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	208	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	208	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	208	NA	NA	5	1	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	209	NA	NA	1	1	1	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	209	NA	NA	2	0	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	209	NA	NA	3	0	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	209	NA	NA	4	0	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	209	NA	NA	5	2	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	210	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	210	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	210	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	210	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	210	NA	NA	5	2	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	211	NA	NA	1	0	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	211	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	211	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	211	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	211	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	212	NA	NA	1	0	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	212	NA	NA	2	1	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	212	NA	NA	3	0	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	212	NA	NA	4	0	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	212	NA	NA	5	0	0	NA	MH	PJ	lower_flowers_partially_damaged	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	213	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	213	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	213	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	213	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	213	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	214	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	214	NA	NA	2	2	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	214	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	214	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	214	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	215	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	215	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	215	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	215	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	215	NA	NA	5	1	1	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	216	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	216	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	216	NA	NA	3	0	0	NA	MH	PJ	pollinaria_on_flower	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	216	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	216	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	217	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	217	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	217	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	217	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	217	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	218	NA	NA	1	1	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	218	NA	NA	2	2	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	218	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	218	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	218	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	219	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	219	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	219	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	219	NA	NA	4	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	219	NA	NA	5	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	220	NA	NA	1	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	220	NA	NA	2	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	220	NA	NA	3	0	0	NA	MH	PJ	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	220	NA	NA	4	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	220	NA	NA	5	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	221	NA	NA	1	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	221	NA	NA	2	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	221	NA	NA	3	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	221	NA	NA	4	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	221	NA	NA	5	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	222	NA	NA	1	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	222	NA	NA	2	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	222	NA	NA	3	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	222	NA	NA	4	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	222	NA	NA	5	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	223	NA	NA	1	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	223	NA	NA	2	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	223	NA	NA	3	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	223	NA	NA	4	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	223	NA	NA	5	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	224	NA	NA	1	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	224	NA	NA	2	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	224	NA	NA	3	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	224	NA	NA	4	1	1	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	224	NA	NA	5	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	225	NA	NA	1	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	225	NA	NA	2	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	225	NA	NA	3	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	225	NA	NA	4	1	1	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	225	NA	NA	5	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	226	NA	NA	1	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	226	NA	NA	2	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	226	NA	NA	3	1	0	NA	PJ	MH	damaged_flower	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	226	NA	NA	4	1	0	NA	PJ	MH	damaged_flower	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	226	NA	NA	5	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	227	NA	NA	1	1	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	227	NA	NA	2	0	0	NA	PJ	MH	damaged_flower	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	227	NA	NA	3	1	0	NA	PJ	MH	damaged_flower	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	227	NA	NA	4	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	227	NA	NA	5	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	228	NA	NA	1	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	228	NA	NA	2	1	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	228	NA	NA	3	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	228	NA	NA	4	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	228	NA	NA	5	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	229	NA	NA	1	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	229	NA	NA	2	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	229	NA	NA	3	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	229	NA	NA	4	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	229	NA	NA	5	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	230	NA	NA	1	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	230	NA	NA	2	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	230	NA	NA	3	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	230	NA	NA	4	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	230	NA	NA	5	2	1	NA	PJ	MH	damaged_flower	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	231	NA	NA	1	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	231	NA	NA	2	2	1	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	231	NA	NA	3	2	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	231	NA	NA	4	0	0	NA	PJ	MH	NA	
Oerup	Dactylorhiza_majalis	2021	25.5.2021	231	NA	NA	5	2	0	NA	PJ	MH	NA	
