site	species	year	date	individual	subindividual	patch	period	height_cm	flowers_open	flowers_bud	corolla_height_mm	lip_width_mm	flower_size_mm	spur_length_mm	spur_width_mm	recorder	writer	notes	fruit_number	fruits_small	fruit_notes	Flower_damage	Spur_damage						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	311	NA	AD	late	25	14	0	8.88	NA	NA	7.3	1.27	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	316	NA	AD	late	44.5	20	0	10.97	NA	NA	6.65	0.79	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	328	NA	AD	late	47.5	24	0	10.43	NA	NA	7.26	1.92	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	127	NA	AB	late	28	22	0	11.34	NA	NA	8.96	1.42	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	122	NA	AB	late	26.5	20	0	11.25	NA	NA	8.83	2.11	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	124	NA	AB	late	29.5	1	0	12.08	NA	NA	7.23	2.02	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	126	NA	AB	late	37.5	29	0	11.7	NA	NA	9.08	0.75	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	129	NA	AB	late	34	19	0	11.46	NA	NA	8.15	0.96	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	136	NA	AB	late	14.5	12	0	9.94	NA	NA	8.86	0.86	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	137	NA	AB	late	25.5	9	0	9.9	NA	NA	8.04	1.8	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	138	NA	AB	late	29	28	0	11.31	NA	NA	7.86	1.2	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	144	NA	AB	late	19.5	6	0	9.88	NA	NA	7.87	1.88	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	145	NA	AB	late	22	25	0	9.26	NA	NA	4.8	0.95	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	148	NA	AB	late	32	23	0	10	NA	NA	8.75	1.26	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	149	NA	AB	late	40.5	11	0	12.91	NA	NA	9.42	1.44	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	150	NA	AB	late	29.5	19	0	13.35	NA	NA	8.06	1.56	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	151	NA	AB	late	35.5	23	0	10.88	NA	NA	7.5	1.31	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	152	NA	AB	late	33.5	24	0	15.61	NA	NA	9.71	1.72	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	153	NA	AB	late	26	6	0	11.49	NA	NA	12.18	1.5	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	154	NA	AB	late	37	18	0	10.16	NA	NA	5.44	1.37	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	155	NA	AB	late	44.5	22	0	11.09	NA	NA	8.99	1.01	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	156	NA	AB	late	50.5	37	0	14.79	NA	NA	8.44	1.22	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	157	NA	AB	late	51	37	0	10.98	NA	NA	7.17	1.16	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	159	NA	AB	late	29.5	18	0	7.07	NA	NA	7.35	0.76	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	160	NA	AB	late	39	29	0	12.9	NA	NA	9.54	1.5	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	161	NA	AB	late	17.5	20	0	11.05	NA	NA	6.57	0.89	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	162	NA	AB	late	20	21	0	12.9	NA	NA	4.04	2.05	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	163	NA	AB	late	28	15	0	11.8	NA	NA	8	1.91	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	164	NA	AB	late	25	16	0	12.67	NA	NA	7.96	1.2	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	166	NA	AB	late	41.5	30	0	13.03	NA	NA	6.61	1.09	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	167	NA	AB	late	29.5	19	0	11.25	NA	NA	7.14	0.9	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	168	NA	AB	late	32	33	0	10.41	NA	NA	7.21	1.18	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	169	NA	AB	late	32	22	0	12.64	NA	NA	7.14	1.1	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	185	NA	AB	late	34	1	0	12.22	NA	NA	8.82	1.12	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	187	NA	AB	late	27	36	0	9.89	NA	NA	8.22	1.02	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	188	NA	AB	late	44.5	33	0	10.47	NA	NA	6.14	1.66	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	189	NA	AB	late	21.5	17	0	11.25	NA	NA	8.14	1.41	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	190	NA	AB	late	25	12	0	11.83	NA	NA	7.68	1.09	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	191	NA	AB	late	39.5	34	0	10.99	NA	NA	7.54	1.15	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	192	NA	AB	late	25	13	0	7.87	NA	NA	7.72	1.23	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	193	NA	AB	late	2.75	28	0	9.15	NA	NA	7.71	1.24	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	194	NA	AB	late	30.5	15	0	10.65	NA	NA	7.77	1.37	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	195	NA	AB	late	18.5	20	0	11.28	NA	NA	8.21	1.82	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	196	NA	AB	late	26	17	0	10.82	NA	NA	8.16	1.53	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	197	NA	AB	late	29	22	0	10.85	NA	NA	8.62	0.95	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	198	NA	AB	late	33.5	17	0	9.32	NA	NA	9.41	1.13	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	199	NA	AB	late	41	34	0	12.83	NA	NA	6.91	1.01	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	201	NA	AB	late	34.5	20	0	11.52	NA	NA	7.95	0.95	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	202	NA	AB	late	24	22	0	10.36	NA	NA	7.19	1	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	203	NA	AB	late	29.5	36	0	11.43	NA	NA	8.28	1.23	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	204	NA	AB	late	33.5	34	0	10.53	NA	NA	7.51	1.15	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	206	NA	AB	late	24.5	16	0	11.42	NA	NA	8.72	1.03	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	208	NA	AB	late	30	30	0	10.8	NA	NA	4.44	1.48	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	210	NA	AB	late	33.5	22	0	10.98	NA	NA	9.45	2.1	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	213	NA	AC	late	21	18	0	10.97	NA	NA	7.05	1.12	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	214	NA	AC	late	19	14	0	7.15	NA	NA	5.55	0.3	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	215	NA	AC	late	42	33	0	8.61	NA	NA	8.68	0.75	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	216	NA	AC	late	27.5	20	0	12.53	NA	NA	8.07	1.31	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	217	NA	AC	late	35	20	0	8.29	NA	NA	7.88	1.41	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	218	NA	AC	late	27.5	24	0	9.45	NA	NA	8.16	1.14	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	219	NA	AC	late	46.5	35	0	10.6	NA	NA	10.26	1.54	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	220	NA	AC	late	28	21	0	9.52	NA	NA	7.33	1.8	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	221	NA	AC	late	32	28	0	15.48	NA	NA	9.61	0.62	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	222	NA	AC	late	34	19	0	11.06	NA	NA	10.45	1.08	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	223	NA	AC	late	34	50	0	8.85	NA	NA	7.96	0.95	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	224	NA	AC	late	37	44	0	11.13	NA	NA	8.78	1.07	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	225	NA	AC	late	28	26	0	13.92	NA	NA	7.69	0.99	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	226	NA	AC	late	18.5	8	0	8.85	NA	NA	6.78	0.66	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	229	NA	AC	late	29.5	22	0	8.28	NA	NA	6.95	0.8	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	230	NA	AC	late	35	25	0	10.17	NA	NA	7.47	1.02	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	231	NA	AC	late	31	29	0	8.53	NA	NA	5.97	0.6	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	232	NA	AC	late	22	28	0	11.43	NA	NA	8.48	1.1	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	233	NA	AC	late	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	234	NA	AC	late	27.5	29	0	10.79	NA	NA	9.95	1.1	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	235	NA	AC	late	25.5	22	0	8.5	NA	NA	6.28	1.25	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	236	NA	AC	late	37	28	0	10.95	NA	NA	7.96	1.31	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	237	NA	AC	late	16.5	17	0	8.38	NA	NA	6.38	0.58	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	239	NA	AC	late	22	40	0	8.68	NA	NA	7.63	0.9	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	240	NA	AC	late	22.5	23	0	10.88	NA	NA	8.24	0.75	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	241	NA	AC	late	31	37	0	5.74	NA	NA	6.98	0.77	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	242	NA	AC	late	42	50	0	12.35	NA	NA	4.87	1.14	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	243	NA	AC	late	10.5	6	0	9.31	NA	NA	8.31	0.86	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	244	NA	AC	late	24	24	0	5.85	NA	NA	6.29	0.92	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	245	NA	AC	late	29	44	0	8.51	NA	NA	7.13	0.93	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	246	NA	AC	late	33	32	0	12.6	NA	NA	8.67	1.6	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	247	NA	AC	late	29.5	30	0	11.07	NA	NA	8.65	1.27	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	248	NA	AC	late	28	43	0	7.31	NA	NA	6.77	1.02	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	249	NA	AC	late	23	46	0	8.42	NA	NA	6.32	0.5	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	250	NA	AC	late	NA	43	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	251	NA	AC	late	28	47	0	9.5	NA	NA	7.48	0.77	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	252	NA	AC	late	42	32	0	13.88	NA	NA	7.73	1	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	255	NA	AC	late	29	28	0	9.77	NA	NA	9.48	0.9	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	256	NA	AC	late	41	26	0	10.54	NA	NA	6.18	0.78	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	257	NA	AC	late	24.5	23	0	8.61	NA	NA	8.38	0.91	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	262	NA	AC	late	29.5	38	0	7.09	NA	NA	6.91	0.61	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	263	NA	AC	late	30	19	0	7.92	NA	NA	6.47	1.19	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	264	NA	AC	late	32	35	0	11.37	NA	NA	7.96	0.55	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	270	NA	AC	late	31.5	38	0	11.21	NA	NA	9.32	0.6	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	271	NA	AC	late	26.5	29	0	8.52	NA	NA	7.41	1.57	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	272	NA	AC	late	17	20	0	8.36	NA	NA	7.94	0.71	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	276	NA	AC	late	31.5	38	0	10.42	NA	NA	8.91	0.73	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	277	NA	AC	late	30	28	0	8.86	NA	NA	8.26	0.9	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	278	NA	AC	late	39	43	0	9.03	NA	NA	9.9	0.98	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	280	NA	AC	late	25.5	25	0	9.66	NA	NA	6.9	0.76	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	281	NA	AC	late	29	21	0	8.47	NA	NA	6.79	0.83	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	282	NA	AC	late	26.5	24	0	10.35	NA	NA	8.89	1.16	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	283	NA	AC	late	26	25	0	10.89	NA	NA	7.28	0.65	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	284	NA	AC	late	26	30	0	11.25	NA	NA	7.12	1.26	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	285	NA	AC	late	27.5	26	0	9.73	NA	NA	6.13	0.79	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	286	NA	AC	late	37.5	29	0	10.25	NA	NA	8.59	0.87	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	287	NA	AC	late	29	35	0	9.21	NA	NA	9.77	0.9	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	288	NA	AC	late	23.5	22	0	10.19	NA	NA	8.35	1.02	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	289	NA	AC	late	23.5	19	0	11.48	NA	NA	9.75	0.7	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	290	NA	AC	late	31	24	0	10.11	NA	NA	6.8	0.74	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	291	NA	AC	late	26.5	19	0	8.93	NA	NA	8.29	0.84	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	292	NA	AC	late	23.5	10	0	10.95	NA	NA	8.16	1.23	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	293	NA	AC	late	31	18	0	9.21	NA	NA	8.15	0.88	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	294	NA	AC	late	31	14	0	11.82	NA	NA	8.14	0.8	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	295	NA	AC	late	21	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	296	NA	AC	late	26	30	0	8.95	NA	NA	5.92	0.57	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	301	NA	AD	late	31.5	22	0	11.73	NA	NA	7.27	1.46	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	302	NA	AD	late	42	47	0	9.72	NA	NA	6.8	1.51	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	306	NA	AD	late	34.5	19	0	10.74	NA	NA	7.51	1.5	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	307	NA	AD	late	28.5	19	0	11.22	NA	NA	7.39	1.18	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	308	NA	AD	late	44.5	24	0	13.06	NA	NA	9.02	1.66	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	310	NA	AD	late	13	16	0	11.96	NA	NA	6.07	0.97	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	312	NA	AD	late	29	18	0	12.17	NA	NA	7.94	1.07	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	313	NA	AD	late	13.5	32	0	11.96	NA	NA	8.78	1.57	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	314	NA	AD	late	50.5	25	0	10.45	NA	NA	8.33	1.03	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	315	NA	AD	late	41	31	0	12.48	NA	NA	6.35	1.09	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	317	NA	AD	late	18.5	4	0	9.38	NA	NA	6.43	1.1	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	319	NA	AD	late	29	17	0	10.17	NA	NA	7.57	1.52	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	321	NA	AD	late	20.5	16	0	12.34	NA	NA	8.25	0.99	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	323	NA	AD	late	25.5	14	0	12.92	NA	NA	8.43	1.39	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	324	NA	AD	late	22	18	0	10.84	NA	NA	5.69	1.29	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	325	NA	AD	late	30.5	14	0	11.27	NA	NA	9.11	1.13	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	326	NA	AD	late	28.5	25	0	10	NA	NA	7.16	1.54	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	327	NA	AD	late	30.5	17	0	12.12	NA	NA	6.31	0.92	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	329	NA	AD	late	24.5	14	0	8.33	NA	NA	4.14	0.91	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	332	NA	AD	late	25	10	0	11.5	NA	NA	8.33	1.64	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	333	NA	AD	late	21.5	22	0	11.34	NA	NA	8.73	1.25	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	334	NA	AC	late	51.5	36	0	10.45	NA	NA	8.04	0.83	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	336	NA	AC	late	39	33	0	9.15	NA	NA	9.03	0.81	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	337	NA	AC	late	34	23	0	10.67	NA	NA	10.14	1.17	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	338	NA	AC	late	34.5	29	0	8.47	NA	NA	6.93	0.76	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	339	NA	AC	late	26	18	0	11.64	NA	NA	7.04	0.49	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	340	NA	AC	late	22	8	0	8.99	NA	NA	8.11	1.15	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	341	NA	AC	late	16.5	10	0	10.6	NA	NA	3.7	0.68	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	345	NA	AC	late	22.5	31	0	10.34	NA	NA	8.11	0.96	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	346	NA	AC	late	29	25	0	12.28	NA	NA	7.69	0.57	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	347	NA	AC	late	30	27	0	9.27	NA	NA	8.16	0.53	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	348	NA	AC	late	33	46	0	12.31	NA	NA	6.75	0.98	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	350	NA	AC	late	19	12	0	9.21	NA	NA	4.39	0.8	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	352	NA	AC	late	18	29	0	8.05	NA	NA	6.91	0.61	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	353	NA	AC	late	24.5	25	0	9.94	NA	NA	7.52	0.55	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	355	NA	AC	late	25	29	0	6.92	NA	NA	7.41	0.7	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	356	NA	AC	late	16	17	0	7.14	NA	NA	5.57	0.53	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	358	NA	AC	late	16	15	0	8.83	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	359	NA	AC	late	35	36	0	8.07	NA	NA	4.73	0.75	NA	NA	NA	NA	NA	NA	NA	NA						
